ibgecode,mun,uf,div_regiao,distcap,ideb_2005,ideb_2007,ideb_2009,ideb_2011,mtm_2005,mtm_2007,mtm_2009,mtm_2011,lp_2005,lp_2007,lp_2009,lp_2011,pop_2005,Dpibpc_0005,pibpc_2005,pibpc_2007,pibpc_2009,pibpc_2011,idh_2000
2200103,13,PI,0,80,2.6,2.5,3.8,3.4,164.2,178.36,199.48,196.16,154.2,147.05,168.82,172.46,5239,-4.280168351,0.416254805,0.495974592,0.549440365,0.592793071,0.447
2200202,14,PI,0,91,2.6,4.2,4,5.2,167.4,200.76,195.78,207.65,160,190.55,174.03,188.1,15924,0.689352657,0.265415906,0.315216903,0.32842745,0.346186786,0.506
2200277,26,PI,1,321,3.2,3.7,3.2,4,182.8,196.34,179.58,184.06,179,172.23,161.64,170.79,4853,2.919485042,1.007747036,1.205877681,1.547757095,1.393826586,0.431
2200301,35,PI,1,68,2.5,2.8,3.1,4.3,150.4,165.15,175.67,183.69,149.2,153.9,149.76,163.1,12250,-2.183791354,4.074585635,4.963367961,5.174151436,6.185899281,0.367
2200400,37,PI,0,38,2.7,3.2,3.8,4.6,166,176.09,187.56,198.1,161.6,163.31,170.22,185.96,38519,-1.2348476,5.019887279,5.379263302,5.570768723,5.552254861,0.424
2200459,38,PI,0,384,2.4,2.5,3.5,3.8,143.2,163.78,171.81,186.98,144.8,142.72,148.01,174.15,4234,4.397448436,0.5240635,0.579735974,0.856372738,0.582475169,0.403
2200608,44,PI,0,110,2.8,4.2,3.7,3.9,158.6,220.22,182.96,181.07,159.8,176.4,161.71,168.38,7201,-2.66503469,0.814159981,0.827941511,0.881378013,0.827190946,0.476
2200707,46,PI,0,454,2.2,2.5,3,3,149,157.65,173.17,159.08,129.4,144.37,155.12,145.84,7673,4.741477401,1.264665942,1.400415225,1.686311278,1.787450767,0.425
2200905,69,PI,1,160,3.1,3.8,3.8,4.1,161,194.57,196.38,187.12,158.6,175.77,174.33,171.15,6143,2.093697868,1.068743818,1.178466596,1.33847725,1.283837673,0.416
2201002,72,PI,0,176,2.4,2.6,2.5,NA,165,168.35,175.57,NA,164.2,153.84,154.35,NA,4727,1.398878461,0.233614645,0.244495798,0.30452176,0.305213423,0.412
2201051,75,PI,1,213,2.2,2.2,2.6,3.5,141.2,151.97,161.92,181.49,133.8,135.59,148.31,175.72,7385,1.503519327,1.307188591,1.540605096,1.706560147,1.711590727,0.341
2201150,81,PI,0,405,2.8,3.1,3,3.3,167,175.86,166.02,168.46,160.2,159.59,145.3,156.74,8787,13.71476338,3.849640972,2.797608467,7.038150738,3.296606335,0.349
2201200,93,PI,0,109,2.7,3.6,4,4.6,164.8,181.94,192.61,194.05,157.4,171.19,176.38,179.52,42596,5.378377081,7.139079216,7.924424842,8.480307728,8.674455179,0.417
2201309,95,PI,0,611,2.4,2.7,3.2,2.8,142.8,175.73,179.52,160.82,131.8,158.81,174.5,146.5,3235,-6.344084237,0.674661105,0.877101968,0.926149079,0.772267374,0.413
2201408,98,PI,0,87,2.7,3.1,3.5,3,157.8,178.14,177.2,151.29,145.6,163.49,159.75,151.2,7244,-0.220256161,1.096476223,1.293059438,1.404275093,1.434417504,0.481
2201556,105,PI,1,337,3,3,3.8,4.6,156.8,179.34,177.39,200.79,147.8,153.11,159.7,172.19,2881,-0.043975589,0.185731628,0.228383057,0.290786948,0.289831504,0.301
2201572,110,PI,1,324,2.7,3.3,4,NA,169.2,180.82,205.56,NA,151.4,172.48,170.84,NA,2482,4.470772226,0.133160718,0.156523379,0.174278846,0.182208364,0.324
2201705,115,PI,0,310,2.6,2.9,3.4,3.4,173.2,168.35,171.79,175.82,153.2,152.98,157.43,153.93,4780,-0.842690005,0.396998106,0.493243599,0.707116602,0.766340206,0.441
2201739,117,PI,1,405,2.4,2.9,3.6,4.3,155.2,175.16,188.63,198.97,140.4,154.38,168.52,176.44,9720,2.066997294,1.059689659,1.119841532,1.054722164,1.04039012,0.257
2201770,119,PI,0,109,2.4,2.4,3.6,4,154,166.33,182.86,180.52,153,155.32,165.57,166.13,5904,4.318028871,0.411397059,0.524432253,0.568852661,0.570264648,0.351
2201903,128,PI,0,473,2.8,3,3.5,4.3,165.6,173.32,179.84,185.52,162.2,155.19,162.82,165.5,16966,13.4270135,3.600177962,3.393901848,5.155908068,4.332886667,0.486
2201929,130,PI,0,451,2,1.8,2.2,2.8,148,154.6,160.49,170.9,136.8,139.85,141.64,151.05,4821,2.548960854,0.970741737,1.008035173,1.140795802,1.098635148,0.402
2202026,147,PI,1,191,2.8,2.9,5.4,5.7,170,167.61,216.16,218.14,169.2,159.45,202.87,207.02,7979,0.554515676,3.22267058,3.644050104,3.898570003,3.52905464,0.368
2202059,150,PI,0,87,2.1,3.3,4.4,4.4,154.2,182.66,190.73,203.63,141.2,167.15,174.71,165.1,9043,-0.811093578,2.97118551,3.488283379,4.055599266,4.111918214,0.362
2202133,180,PI,1,299,2.7,3.7,3.6,4.5,161.8,178.64,173.05,199.01,152.6,160.54,152.33,166.6,5402,-0.884465127,0.33660429,0.433955841,0.455858298,0.430005725,0.35
2202174,181,PI,0,143,2,2.8,3,3.9,150.8,170.82,172.19,187.38,141.2,158.77,166.54,171.85,6328,17.5742524,0.673000108,0.943389674,1.025734044,1.138943249,0.336
2202208,182,PI,1,76,2.7,3.5,4.5,4.4,165.4,182.38,196.79,201.75,160.4,171.18,186.24,179.92,41659,-0.514855343,5.939970717,6.05506862,6.425468642,7.495540595,0.5
2202406,193,PI,1,118,2.4,2.9,3.8,4,153.4,162.69,174.87,181.23,151.2,153.39,171.33,169.49,9958,-0.919524022,0.691782185,0.842268737,0.998499478,0.99974698,0.396
2202554,200,PI,1,355,2.6,2.7,3.3,3.9,163,172.68,183.1,178.84,163.8,157.61,175.37,159.9,4125,-3.292789693,0.209657138,0.324596774,0.347989329,0.349406075,0.349
2202604,215,PI,1,141,2.9,4.1,5,4.9,175.6,183.61,209.6,200.1,168.2,171.89,196.07,186.42,18597,3.100201485,3.972699387,5.057574398,5.135780094,5.804037814,0.399
2202703,232,PI,1,226,2.4,2.5,2.9,3.7,172.6,170.38,183.52,185.8,167,158.07,171.02,177.45,25024,2.477960988,1.260577192,1.780729544,1.567065453,1.67713058,0.319
2202711,233,PI,1,109,3,3.5,4.4,NA,183.8,191.67,205.61,NA,177.6,184.89,184.73,NA,4180,0.26534684,0.351801943,0.394712459,0.462560315,0.498527661,0.384
2202729,234,PI,1,213,3.6,3.8,5,4.3,196.2,210.55,231.89,244.46,183.4,187.5,203.59,214.76,5732,20.75716118,0.257390168,0.292230518,0.333425699,0.345642541,0.264
2202752,236,PI,0,359,2.7,2.8,3.5,4,167.8,173.24,172.13,176.72,144.8,159.32,155.9,162.73,5533,11.08336228,0.471642392,0.574440985,0.683825083,0.754157932,0.445
2202778,237,PI,0,247,3.1,3.6,3.8,3.9,168.8,188.84,197.93,196.43,161.8,163.75,166.59,163.98,7450,-0.487089124,0.644316131,0.717142857,0.739450991,0.946618203,0.335
2202901,248,PI,0,647,2.7,2.6,2.8,3.2,149.6,159.87,162.6,168.26,150,140.75,150.13,154.23,24625,0.397310644,3.475811234,4.056236541,4.318770355,5.188760932,0.474
2203008,253,PI,0,669,2.5,3,3,3.6,154.8,178.15,177.87,176.01,159.8,159.09,157.69,159.88,6825,20.75716118,1.222174474,1.004599643,1.129893238,1.106446103,0.416
2203107,254,PI,0,441,2.8,3,2.9,3.3,179,184.49,172.94,186.32,167.8,155.21,158.16,180.01,9875,-1.735738219,0.854812773,0.841410185,0.944764649,1.035439483,0.46
2203206,265,PI,0,572,3.2,3.3,3.4,3.3,156.2,156.88,163.63,160.82,134.8,146.35,141.88,147.84,10448,19.92828482,2.054624277,2.325653883,2.544678055,2.662178538,0.489
2203255,271,PI,0,55,2.1,2.8,2.7,3.3,149.2,157.92,176.85,166.06,140,152.54,163.02,156.32,4122,6.29759934,0.380407434,0.433887841,0.446392006,0.482416825,0.341
2203271,269,PI,1,369,2.5,2.8,3.1,3.6,153,155.21,163.42,165.57,147.2,148.98,147.9,160.95,3924,4.406633411,0.090510115,0.123574511,0.127611354,0.130168866,0.35
2203305,274,PI,0,33,2.2,2.3,2.5,3.1,161.4,162.52,171.99,174.91,146,141.01,156.81,167.94,13741,2.378661027,1.463305431,1.709877191,1.691252144,1.882504203,0.455
2203354,278,PI,0,472,2.6,3,3.1,3.3,151.8,175.92,166.16,171.09,138,158.89,151.03,163.51,6041,3.722115285,0.752389763,0.769338434,0.881402356,0.962698106,0.407
2203404,279,PI,0,244,3.4,3.8,4.2,4.3,167.6,187.66,202.9,186.94,166.8,181.43,175.59,168.86,6515,2.921949285,1.25818265,1.543434818,1.731013376,1.733402971,0.466
2203602,287,PI,0,346,2.5,3.5,4.1,3.8,162.2,186.57,190.7,182.71,157.6,172.56,173.3,167.33,3951,-0.410435947,0.632867452,0.672802577,0.768755042,0.750570728,0.449
2203701,294,PI,0,146,2.3,2.6,3,3.5,165.6,171.61,177.73,182.64,162.2,158.93,162.24,175.22,35631,1.201318294,1.15701265,1.222699194,1.288077888,1.423114042,0.42
2203750,301,PI,0,434,2.2,3.4,3.2,3.1,151.2,189.54,179.32,169.2,128,160.49,152,158.56,4587,-2.149005863,0.175285867,0.292819277,0.334128646,0.331807562,0.37
2203800,308,PI,0,299,2.9,2.7,3.3,3.7,166.8,162.08,180.3,191.92,148.2,147.79,158.9,175.63,4073,3.656628619,0.129461299,0.203576595,0.246867764,0.224090754,0.353
2203909,311,PI,0,187,3.3,3.7,4.4,4.8,167.8,190.56,200.2,204.98,158.2,175.19,183.31,188.58,56531,3.778389061,22.7694704,35.0803848,35.42866894,39.24185971,0.558
2204303,323,PI,1,328,2.6,4.3,4.6,4.3,162,203.15,193.79,183.64,154.2,182.88,176.4,174.81,10435,20.75716118,3.351639563,3.066530099,3.527379949,3.941326647,0.421
2204352,329,PI,0,279,2.9,2.8,3.4,3.1,175.4,174.74,179.09,187.03,169,155.57,167.65,167.97,5124,-2.376930919,0.309981778,0.570895033,0.71748436,0.714231857,0.322
2204402,331,PI,0,595,2.9,3,2.8,3.9,162.8,184.5,184.43,195.87,162,165.73,168.95,187.98,11031,5.703366927,1.470519995,1.41544302,2.340182328,1.804322941,0.411
2204501,343,PI,0,206,3,3.2,3.2,4.2,170,187.97,171.04,195.16,164.6,162.16,155.28,183.6,10849,-4.545035268,1.957361545,2.581870432,3.070136773,4.150252525,0.495
2204550,349,PI,0,486,1.6,2.5,2.3,3.3,134.4,167.79,140.9,164.66,121,145.13,134.81,158.42,4519,0.25327698,0.195205836,0.323076061,0.34544759,0.34525999,0.214
2204600,354,PI,0,103,2.1,2.4,3.8,4,147.4,166.59,181.4,175.41,133.8,148.23,174.45,162.86,3747,1.62377467,0.077893355,0.093827875,0.109650713,0.110324392,0.405
2204659,369,PI,1,270,2.2,3.3,3.4,3.9,149,178.92,181.91,184.45,161.2,164.7,172.09,182.44,8539,11.81768768,1.114941452,1.395823215,1.575085002,1.783348254,0.405
2204709,375,PI,1,213,3.2,3.7,4.2,4.1,172.6,166.11,179.32,174.61,157,164.47,163.39,163.13,15210,5.295469416,1.675767918,1.790428669,2.161362488,1.837984777,0.449
2204808,379,PI,0,225,2.9,3.8,4.3,4.5,155.8,174.13,194.28,190.58,149.2,155.58,166.14,168.64,8994,8.271880157,0.853988604,0.977043427,1.132067569,1.066413029,0.47
2204907,387,PI,1,318,2.9,3.2,2.5,3.9,168.4,167.71,153.95,195.95,154.8,155.45,145.46,158.5,7671,1.498931253,0.360240356,0.454840776,0.535278185,0.520856974,0.36
2205102,409,PI,0,279,3.1,4,3.8,4.3,184.4,183.97,197.05,200.28,175.8,175.16,175.33,186.26,9932,11.12897495,1.096145827,1.403486629,1.812148481,1.669811985,0.444
2205201,418,PI,1,311,2.9,2.8,2.8,NA,167.2,180.82,172.47,NA,164.4,163.54,151.23,NA,17054,12.33604846,1.914458874,2.27568211,2.853502603,2.96215553,0.385
2205250,427,PI,0,113,3.2,3.2,3.5,NA,173.6,183.33,164.18,NA,152,165.64,161.48,NA,3927,1.854868858,0.071829544,0.10347702,0.106556109,0.108010495,0.427
2205300,434,PI,0,234,2.9,2.9,2.8,3.3,160.4,165.75,167.09,168.56,156.4,141.22,155.18,158.1,4786,-2.964895966,0.307856432,0.428816467,0.426123538,0.511100973,0.448
2205409,442,PI,0,187,2.6,3.3,4,4.4,159.8,191.31,199.49,192.1,156.2,167.6,186.65,179.59,13265,0.812742106,0.867255544,0.973603017,1.050460445,1.159601283,0.364
2205458,443,PI,0,183,3,2.6,3.1,4,179.6,175.22,178.84,201.42,164,161.22,172.02,159.6,4523,8.561785237,0.158277687,0.206374798,0.215469777,0.227029549,0.307
2205508,445,PI,0,45,2.5,2.8,3.4,3.6,153.8,168.96,175.76,178.5,147.4,154.58,160.87,161.63,34993,7.238239208,2.171289116,2.557101662,3.287449572,3.308684974,0.402
2205524,453,PI,0,600,2.6,2.7,2.6,3.5,150.2,152.05,151.53,178.63,149.8,134.69,137.02,157.8,5356,1.068988361,0.391283492,0.555757026,0.677094337,0.62938948,0.382
2205540,478,PI,0,84,3.5,3.7,4.3,4.7,190.8,194.83,239.82,197.95,176.4,174.68,181.79,180.88,2293,1.493021223,0.182618977,0.211067693,0.237414,0.251545796,0.457
2205557,461,PI,0,66,2.5,3.8,4,4.2,166.4,188.22,183.64,185.9,154,167.42,171.64,178.15,7744,-0.39115573,0.95767313,0.815052509,0.813382193,0.783709657,0.373
2205573,465,PI,1,154,2.2,2.2,2.9,3.8,151.4,171.45,176.16,176.46,138,158.89,168.05,162.8,6160,9.830745706,0.241909504,0.255307207,0.276572494,0.284376587,0.312
2205599,472,PI,1,207,2.6,3,2.7,3.8,157.2,162.63,161.68,170.72,153,151.39,143.07,175.81,4526,-1.57684243,0.17878779,0.216772349,0.277637541,0.247831264,0.382
2205607,482,PI,0,271,2.7,3.4,2.9,3.4,165.8,182.44,187.03,187.17,162.4,154.36,167.96,173.34,5595,0.42672982,0.281058349,0.317542231,0.479797615,0.454930128,0.451
2205706,490,PI,1,275,2.9,3.1,3,3.7,168.4,176.09,178.24,185.03,163,164.58,163.68,172.87,25462,-0.077417876,0.671399234,0.751692586,0.725863056,0.837693755,0.348
2205805,492,PI,0,187,2.4,2.4,3.4,3.4,153.2,161.23,187.9,176.31,150.6,149.36,171.58,171.84,23064,4.793419422,3.081727374,3.510163562,3.64996408,4.664220379,0.38
2205854,498,PI,0,181,2.2,2.7,2.8,3,151.8,164.96,152.54,155.02,142,146.48,143.49,149.37,7392,7.812789911,0.361328665,0.40935505,0.429535377,0.476392726,0.362
2205904,505,PI,0,344,2.2,3.6,4.2,4.7,154,191.01,200.19,209.41,155.2,180.08,184.04,185.37,5018,13.00176074,0.276703386,0.235011051,0.366323803,0.338907053,0.442
2205953,512,PI,1,352,2.6,3,3.1,3.4,160.8,172.54,175.64,175.59,150.6,156.62,155.68,158.69,7044,1.425249434,0.781952572,1.478434416,1.52640884,1.522598228,0.396
2206100,522,PI,0,154,2.4,2.6,2.4,2.8,154.4,156.43,148.11,149.81,140.6,140.87,138,132.76,10492,0.340922472,0.320976721,0.486436936,0.500183959,0.568313692,0.376
2206209,529,PI,0,103,1.9,2.6,2.3,3,151.2,166.49,149.03,163.56,149.2,140.17,138.67,150.42,31209,2.756838271,1.10751204,1.398395803,1.356260816,1.565641865,0.338
2206357,533,PI,1,159,2.2,3,3.5,4.1,164,179.22,191.98,182.75,164,166.28,180.9,167.36,7903,7.586868583,0.850923023,0.680042239,0.710620711,0.80956106,0.297
2206605,545,PI,0,585,2.2,3.1,2.9,3.1,153,170.1,167.21,155.73,145.2,156.69,156.3,151.09,10721,5.002807526,0.810559601,0.864586288,1.150802623,0.98893795,0.387
2206704,563,PI,0,209,3.8,3.6,4.7,4.1,180.4,176.16,199.92,181.25,170.6,160.77,188.07,158.86,7789,3.000625176,0.396540602,0.410074886,0.456962127,0.457224708,0.38
2206753,567,PI,1,86,2.4,3.6,3.8,3.9,155.8,168.97,189.04,178.29,139.4,159.15,181.42,149.97,3982,5.01067731,0.105289043,0.128714295,0.140742782,0.145922079,0.373
2206902,576,PI,1,178,2.2,2.8,2.9,NA,156.2,188.15,160.96,NA,133,162,149.21,NA,6787,1.89085371,0.508545671,0.498152425,0.555272062,0.616201937,0.39
2207009,579,PI,0,227,3,3.5,4,4.2,174.4,179.77,196.56,203.92,167.6,167,184.44,190.45,34989,1.512775554,1.804135485,2.146916664,2.310976376,2.561508059,0.445
2207207,595,PI,1,327,3.4,4.1,4.2,NA,186.6,209.7,202.48,NA,169.2,185.2,181.88,NA,7514,1.786703511,0.371439628,0.486557723,0.533581755,0.57156834,0.352
2207306,596,PI,1,303,2.5,3.1,3.4,3.7,156,178.05,186.55,191.39,149,158.62,160.04,170.28,4103,-0.88041446,0.295206913,0.368172933,0.392568208,0.42159934,0.45
2207355,597,PI,0,306,3.2,3.6,4,4.9,178.4,173.56,172.64,198.72,159,158.89,162.88,180.59,2620,6.194055629,0.237446393,0.280236761,0.291743302,0.283766738,0.383
2207504,602,PI,0,102,2.8,3.2,3.5,3.6,158.4,156.27,163.87,166.47,156.6,145.83,152.92,163.01,12725,-1.597773594,0.291191974,0.326078738,0.350579556,0.334559117,0.37
2207603,616,PI,0,603,2.6,3.1,4,3.8,150.6,164.48,175.49,170.85,150,150.07,156.3,156.2,9801,0.548395903,0.556738509,0.711763638,0.749417249,0.8672533,0.362
2207702,617,PI,1,267,2.9,3.6,3.7,3.8,165.4,181.83,188.04,191.33,164.4,170.44,174.71,180.58,141939,-1.971057317,17.26427784,20.47806398,21.25671121,25.09143807,0.546
2207751,621,PI,0,94,2,2.3,3,3.8,167.8,166.5,180.11,190.19,158.8,146.04,168.22,174.69,4158,12.05419355,1.398380157,1.595281307,1.790530108,1.583225528,0.376
2207777,624,PI,1,333,2.2,3.1,5.4,3.8,168.6,188.69,246.91,181.12,157,162.48,197.54,154.94,5782,3.932380794,0.313370139,0.431414878,0.470808446,0.476137027,0.364
2207801,630,PI,1,384,2.1,2.5,3.3,3,165.2,168.8,175.48,167.51,145,151.71,156.75,153.7,17648,4.599507092,1.563344541,1.986808657,2.360523666,3.07989058,0.396
2207900,639,PI,1,166,2.4,2.4,2.8,3.9,170.6,160.77,179.46,184.86,164.8,149.83,165.24,169.23,37370,0.283739691,1.174079135,1.537747173,1.666070346,1.97165113,0.385
2207959,574,PI,1,342,2.2,3.2,3.2,4,151.4,162.49,162.03,188.96,137.6,145.38,150.39,169.65,4461,2.160751575,1.126327989,1.068914686,1.221249781,1.358643933,0.321
2208007,651,PI,0,265,2.6,3.3,3.5,3.5,163.2,180.47,187.42,191.6,156.6,167.97,174.42,175.85,71020,1.459332868,11.54982398,13.06135315,13.77666552,15.52820156,0.545
2208205,658,PI,1,313,2.8,3.4,4,3.8,167.8,167.67,193.64,172.02,161.6,152.76,174.49,162.65,16742,-0.017524617,0.407738819,0.535393146,0.594346562,0.569785757,0.367
2208304,660,PI,1,177,3.6,3.9,4,4.5,172.6,178.51,176.32,187.66,174,162.46,176.35,178.78,27189,-1.014628358,1.252131702,1.389472711,1.339705412,1.620961022,0.431
2208403,662,PI,0,145,3.5,3.4,4.3,4,173.4,175.83,195.39,185.57,171,158.97,178.91,173.24,61965,4.153539887,5.999202258,8.747950657,10.01678696,11.22335025,0.455
2208502,675,PI,0,133,2.2,1.9,2.4,3.6,156.4,148.37,169.59,183.87,150.6,135.02,150.75,169.26,11236,-3.296906899,0.198633426,0.25436168,0.268922853,0.251983544,0.374
2208551,676,PI,0,258,2.5,2.4,3,3.8,161.2,174.21,163.67,175.36,151,164.39,153.66,165.13,2541,1.769887146,0.392857143,0.476774601,0.63313253,0.523542306,0.374
2208601,681,PI,1,92,3.1,3.5,3.1,3.7,165.2,183.57,182.14,192.3,161.6,166.23,160.49,169.23,3372,0.571909182,1.039726027,1.192701496,1.311819792,1.417610711,0.418
2208650,687,PI,1,415,2.8,2.2,2.7,4.4,179,161.12,180.12,191.86,154,143.73,142.04,172.3,8872,3.201403574,1.306617554,1.68976856,1.664059636,1.737993462,0.28
2208700,700,PI,0,525,2.6,2.8,3.2,3.2,159.6,168.86,182.76,175.44,153.8,162.16,158.54,159.69,8344,2.557899004,0.270812587,0.536470588,0.697200772,0.592998999,0.402
2208809,701,PI,0,128,2.2,3.1,3.7,3.6,149.8,169.38,178.06,175.76,142,152.56,160.37,161,18113,0.72342418,0.484146621,0.672941419,0.717969598,0.769311482,0.43
2208858,712,PI,0,605,2.6,3.1,2.5,3.1,145.2,165.77,153.81,176.4,139.8,149.63,144.03,156.45,4491,-0.176652232,0.215514923,0.232405682,0.243817001,0.228233382,0.395
2208908,716,PI,0,384,3.6,3.2,3.4,3.4,170,172.8,179.97,156.81,169.4,158.41,156.01,149.18,5709,20.75716118,0.371994602,0.220260895,0.459966048,0.236680732,0.439
2209005,719,PI,0,299,2.5,3.2,4,4.3,169,206.25,206.69,190.86,159.8,159.72,182.63,182.19,6351,5.943654547,0.458919874,0.521513902,0.525097701,0.632939439,0.414
2209104,736,PI,0,259,2.5,3.2,3,4,166.2,173.96,156.31,188.52,158.4,153.71,145.18,168.83,5661,1.388488277,1.236419653,1.298198483,1.427308747,1.599352751,0.445
2209203,738,PI,0,563,2.8,2.6,3.5,4.7,179.4,175.98,180.82,206.88,158,151.67,159.19,187.83,6291,20.75716118,1.386973844,1.241254146,2.141658958,1.173301407,0.393
2209302,741,PI,0,452,2.1,2.8,3.9,3.2,152,169.76,201.91,172.21,134.8,147.64,178.33,161.56,4982,10.82275349,1.271974136,1.201721356,1.461971351,1.654074074,0.414
2209377,748,PI,0,197,3.1,3.4,3.3,4.7,159.8,155.62,159.53,198.81,153,146.13,142,180.72,5420,-2.524610697,0.288658767,0.323530823,0.351675612,0.349100775,0.352
2209500,763,PI,1,277,3.7,3.9,3.9,3.6,165.2,178.67,182.82,198.99,160,166.58,172.21,193.57,3540,-4.291555758,0.468375534,0.44684796,0.495078412,0.568130631,0.427
2209658,778,PI,1,369,2.7,3.1,3,3.7,172,183.45,189.68,185.56,158.6,157.87,156.24,162.58,4689,2.972501724,0.288644534,0.350615292,0.338832979,0.398852657,0.241
2209807,783,PI,0,101,2.5,3.3,3.3,3.8,154,163.94,168.85,181.69,151.6,148.2,152.74,168.86,4673,1.083608983,0.240133808,0.269970382,0.327787456,0.353227273,0.502
2209856,785,PI,0,250,2.3,3.3,2.9,NA,170.8,213.31,196.06,NA,147.6,185.63,174.02,NA,4123,0.906818945,0.398435849,0.453281027,0.513695371,0.563222763,0.366
2209872,786,PI,1,212,1.9,3,3,3.6,158.6,174.62,167.45,174.43,149.4,156.38,154.6,164.41,5168,-1.190362235,0.212142405,0.304652416,0.283127054,0.380308729,0.359
2209955,788,PI,0,179,2.5,2.9,2.9,4.2,150,168.37,161.65,179.07,141.8,152.69,149.1,168.12,4467,5.97536033,0.185307767,0.234243697,0.268997517,0.296110414,0.368
2209971,789,PI,0,146,2.6,2.6,3.1,3.7,156.8,150.78,161.45,175.82,145.8,136.28,149.73,171.2,6826,-5.748530837,0.365616721,0.495459132,0.569952774,0.581775701,0.357
2210003,792,PI,1,367,2.5,3.1,3.3,4.8,150.6,165.18,164.79,200.4,140.6,151.45,145.22,186.87,18770,2.671610645,2.058537573,2.137288458,2.164723032,2.47409981,0.451
2210052,808,PI,1,178,3.6,3.3,3.7,4.2,176.8,171.27,180.33,179.68,178.8,158.79,172.69,161.58,5429,3.259121321,0.609435036,0.565266675,0.565210008,0.612831729,0.363
2210300,816,PI,1,311,1.9,3.3,4,3.9,155.4,194.87,208.5,198.71,139.4,170.7,178.98,171.26,5989,6.094930913,0.403659738,0.394835539,0.413739008,0.460889537,0.436
2210359,818,PI,0,452,3,4.1,3.3,3.8,154,195.38,157.02,169.29,146.4,164.93,139.43,150.4,4425,3.817933341,0.798519219,0.780196443,0.803116686,0.804412865,0.399
2210409,827,PI,1,170,2.6,2.6,3.2,3.9,170.4,160.79,170.19,185.41,151,146.33,158.14,169.77,18927,0.134276747,0.886234818,0.939941483,1.034104243,1.108181177,0.342
2210508,830,PI,0,93,2.2,2.5,2.6,2.8,149.4,157.56,154.35,162.14,144.8,142.11,145.73,147.41,13130,20.75716118,4.995420259,3.718415236,3.809043591,4.604479028,0.437
2210607,832,PI,0,434,2.7,3,3.1,3.3,154,167.12,163.44,169.17,146.6,154.93,146.24,154,28993,5.957081057,3.797928158,4.581695289,5.005544422,5.081592432,0.497
2210623,840,PI,0,672,3.2,2.7,4.7,3.9,172,174.56,198.58,187.33,166.6,166.75,173.53,164.94,4870,-1.889973637,0.360644728,0.49698022,0.633554417,0.612758856,0.338
2210631,841,PI,0,307,2.1,3.6,3.7,NA,154.2,198.11,192.57,NA,144,165.3,155.55,NA,3893,14.52426274,0.580227333,0.716255521,0.574450745,1.169279727,0.369
2210656,861,PI,1,120,2.4,2.8,2.9,3.1,144.4,167.29,157.27,161.83,142.6,149.42,148.82,153.74,9305,6.664181053,0.047985166,0.059538302,0.065983782,0.08273906,0.356
2210706,862,PI,1,354,2.7,3.7,3.9,4.4,161.8,180.61,182.74,189.77,161.4,168.62,165.81,169.12,13701,-4.484978215,0.507145761,0.629754566,0.762738637,0.6697898,0.371
2210805,863,PI,1,321,2.4,2.5,3.6,3.5,167.6,171.36,185.09,178.23,161.4,165.66,164.06,157.81,11348,-0.735607413,0.898676171,1.235004671,1.458585096,1.620691928,0.473
2210938,877,PI,0,267,2.6,3.4,3.9,NA,169.8,180.13,188.69,NA,160,160.05,172.63,NA,5580,1.931946962,0.118807834,0.173575604,0.184960689,0.21389579,0.39
2210953,886,PI,0,366,2.5,3.1,3.3,3.7,169,174.06,188.69,191.58,167.6,162.8,181.66,183.55,2259,2.714939073,0.402189863,0.494905386,0.516568365,0.515200171,0.316
2211001,899,PI,0,0,4.2,4.4,5.2,5.2,180.4,188.89,215.22,212.06,174.8,172.03,192.04,191.95,788773,3.602232057,185.8730802,242.1883177,278.8826188,406.69904,0.62
2211100,923,PI,0,56,2.4,2.9,3.5,3.3,164.6,164.25,171.9,163.85,155,149.01,163.02,148.95,42018,3.800895793,3.936919545,3.804175698,3.814130657,4.430895373,0.397
2211308,928,PI,1,187,2.3,3.2,3.3,3.4,166.8,179.28,175.91,184.11,161.6,162.65,164.03,169.45,21079,-1.312765156,0.586841335,0.630943264,0.6590424,0.680056831,0.496
2211357,932,PI,0,459,2,2.7,2.6,2.8,144.4,149.71,160.77,165.64,136.8,143.61,140.23,152.81,5836,6.617767014,0.190838105,0.212307811,0.270745956,0.244360508,0.318
2211407,933,PI,1,172,2.4,2.4,3.8,4.7,167.6,173.2,193.89,197.71,162.2,157.05,173.54,187.64,4506,1.717258971,0.089821707,0.11060226,0.114766629,0.117308408,0.421
2211704,949,PI,0,257,2.8,3,3.4,3.9,165.2,177.84,184.36,192.54,152.4,152.95,158.56,168.35,4159,5.49529468,0.371166088,0.424049739,0.529323513,0.492530345,0.282
2300101,1,CE,1,407,3.5,3.5,6.6,5.9,168,165.67,256.83,222.54,152.6,144.51,218.31,202.4,8696,-0.905235435,0.825142676,0.900160693,1.073111023,1.16606131,0.452
2300150,3,CE,0,59,2.6,3,3.2,4.2,168.6,170.16,166.43,184.3,168.8,155.88,149.88,174.58,14641,-6.344084237,0.974889638,1.069339902,1.187052212,1.352547036,0.49
2300200,4,CE,1,198,3.3,3.7,4.1,4.9,160.4,174.06,187.89,206.38,153.2,159.59,167.51,181.94,51138,5.742928471,12.51353626,13.23063522,14.08409805,18.72968941,0.415
2300309,7,CE,0,282,2.8,3.5,4.5,4.9,154.8,167.28,185.48,193.48,150.6,149.82,173.73,180.84,45808,-3.70366802,2.001354565,2.280644228,2.500061203,2.530613369,0.412
